"agentPopID","dataCategory","futureCategory","InDate","OutDate","WGSlong","WGSlat","neighborhood","occupantType","PropValue","Insolation","PVadopter","PVDate","STadopter","STDate","HVACadopter","HVACDate","SIA","U" 
510,"actual-noData","future-out",2000-01-01,2050-12-31,-97.6343849492455,30.3400745161447,"A","Own",6625996.39056716,10214020.6146644,0,NA,0,NA,0,NA,NA,NA
511,"actual-TechData","future-out",2000-01-01,2050-12-31,-97.8920201700917,30.4138561545249,"P","Own",3819210.69016913,10437035.3285523,0,NA,0,NA,0,NA,NA,NA
512,"actual-noData","stay",2000-01-01,2050-12-31,-97.884454854137,30.1046174509599,"A","Rent",1023516.5327834,10814809.5894821,0,NA,0,NA,0,NA,NA,NA
513,"actual-noData","stay",2000-01-01,2050-12-31,-97.5266358613572,30.131345460057,"M","Own",9362952.03376096,10011071.1393898,0,NA,0,NA,0,NA,NA,NA
514,"future","stay",2036-10-09,2050-12-31,-97.8755324233079,30.3878104217726,"A","Own",8706863.77801932,10844984.9003667,0,NA,0,NA,0,NA,NA,NA
515,"actual-noData","stay",2000-01-01,2050-12-31,-97.6093482308989,30.1760506709629,"A","Own",2096319.81978193,10103733.5650538,0,NA,0,NA,0,NA,NA,NA
516,"actual-noData","future-out",2000-01-01,2050-12-31,-97.9689176276341,30.2667766821212,"A","Own",7782582.44254626,10730985.8447494,0,NA,0,NA,0,NA,NA,NA
517,"actual-TechData","stay",2000-01-01,2050-12-31,-97.6887085332051,30.3254404414323,"A","Own",7068704.45769979,10865132.7555223,0,NA,0,NA,0,NA,NA,NA
518,"future","stay",2040-08-20,2050-12-31,-98.0043061423303,30.1034815719871,"A","Own",2989004.19144193,10494777.5090245,0,NA,0,NA,0,NA,NA,NA
519,"actual-noData","stay",2000-01-01,2050-12-31,-97.8072948443086,30.3943954671043,"A","Rent",5116204.15611425,10256952.8273213,0,NA,0,NA,0,NA,NA,NA
520,"actual-TechData","stay",2000-01-01,2050-12-31,-97.6636512059327,30.1959716854303,"B","Own",5682864.3979365,10256215.2636185,0,NA,0,NA,0,NA,NA,NA
521,"future","stay",2028-08-21,2050-12-31,-97.9176533470421,30.3675303793458,"B","Own",4601252.95739621,10413078.031783,0,NA,0,NA,0,NA,NA,NA
522,"future","stay",2048-02-10,2050-12-31,-97.7598935940188,30.2767161027106,"A","Own",7901149.79876438,10227076.0968916,0,NA,0,NA,0,NA,NA,NA
523,"actual-noData","stay",2000-01-01,2050-12-31,-97.8683812295431,30.1488938017706,"B","Own",320523.102155421,10592564.5797095,0,NA,0,NA,0,NA,NA,NA
524,"future","stay",2041-11-16,2050-12-31,-97.8933411861051,30.0818265464482,"A","Own",9448309.43243811,10769825.8699363,0,NA,0,NA,0,NA,NA,NA
525,"future","future-out",2047-10-31,2049-12-12,-97.8050828104542,30.2279318930998,"A","Rent",361014.376066159,10054744.2454526,0,NA,0,NA,0,NA,NA,NA
526,"actual-noData","stay",2000-01-01,2050-12-31,-97.6150083933974,30.4436263329586,"P","Rent",9650944.06495569,10937660.3836262,0,NA,0,NA,0,NA,NA,NA
527,"future","future-out",2049-08-15,2050-04-22,-97.8610825511242,30.3005165772626,"P","Own",1613365.86012738,10776620.4358172,0,NA,0,NA,0,NA,NA,NA
528,"actual-noData","stay",2000-01-01,2050-12-31,-98.019215176256,30.1029670842908,"A","Own",9654661.85490135,10729700.8340342,0,NA,0,NA,0,NA,NA,NA
529,"actual-noData","stay",2000-01-01,2050-12-31,-97.5262491652867,30.1692809992886,"M","Own",1274639.55906918,10192914.2091682,0,NA,0,NA,0,NA,NA,NA
530,"future","stay",2039-11-19,2050-12-31,-97.9043697573077,30.0869292346963,"A","Own",8390596.11696284,10271513.9735121,0,NA,0,NA,0,NA,NA,NA
531,"actual-noData","stay",2000-01-01,2050-12-31,-97.9457495730783,30.1445135316183,"A","Own",4407359.65306871,10058404.8007708,0,NA,0,NA,0,NA,NA,NA
532,"actual-noData","stay",2000-01-01,2050-12-31,-97.8281710368501,30.1140392474427,"A","Rent",4894301.09750712,10757817.7998226,0,NA,0,NA,0,NA,NA,NA
533,"actual-noData","stay",2000-01-01,2050-12-31,-97.7231839406923,30.3101679656183,"A","Own",196910.280697048,10748398.7082368,0,NA,0,NA,0,NA,NA,NA
534,"actual-noData","stay",2000-01-01,2050-12-31,-97.8153925165998,30.3604864166456,"A","Own",9110895.05515061,10760364.8644143,0,NA,0,NA,0,NA,NA,NA
535,"actual-noData","future-out",2000-01-01,2050-12-31,-97.8679130399341,30.2319421743591,"M","Rent",9978947.59055227,10754889.7084206,0,NA,0,NA,0,NA,NA,NA
536,"actual-noData","future-out",2000-01-01,2050-12-31,-97.9754264173521,30.3042995866295,"M","Rent",4817004.47140494,10262285.4868273,0,NA,0,NA,0,NA,NA,NA
537,"actual-TechData","stay",2000-01-01,2050-12-31,-98.0101551474341,30.332575259614,"A","Own",292692.552860826,10681698.1942698,1,2010-08-24,0,NA,0,NA,NA,NA
538,"actual-survey","stay",2000-01-01,2050-12-31,-97.7790145199088,30.224388739975,"A","Own",8156680.05352141,10265496.6332623,0,NA,0,NA,0,NA,0.68598999036476,0.31401000963524
539,"actual-noData","stay",2000-01-01,2050-12-31,-97.8665389163867,30.2121348355749,"M","Own",565150.052984245,10841508.6399967,0,NA,0,NA,0,NA,NA,NA
540,"actual-noData","stay",2000-01-01,2050-12-31,-97.8365214058067,30.3647862134002,"B","Own",9603793.71569259,10401235.3265264,0,NA,0,NA,0,NA,NA,NA
541,"actual-noData","future-out",2000-01-01,2050-12-31,-98.0157379487402,30.2420294476399,"B","Own",7649886.87884994,10903050.7339445,0,NA,0,NA,0,NA,NA,NA
542,"actual-noData","future-out",2000-01-01,2050-12-31,-97.5331445433245,30.1328333456189,"M","Own",5783272.67077053,10370246.7290137,0,NA,0,NA,0,NA,NA,NA
543,"actual-TechData","stay",2000-01-01,2050-12-31,-97.7576909875176,30.1272002865073,"A","Own",9486734.42135099,10185386.9062804,1,2019-10-09,0,NA,0,NA,NA,NA
544,"actual-noData","stay",2000-01-01,2050-12-31,-97.8169277726279,30.2779536807577,"P","Own",7288845.839079,10643882.9887112,0,NA,0,NA,0,NA,NA,NA
545,"actual-noData","stay",2000-01-01,2050-12-31,-97.8645727019443,30.4247539606587,"M","Own",7522158.82058488,10606298.2571861,0,NA,0,NA,0,NA,NA,NA
546,"actual-noData","stay",2000-01-01,2050-12-31,-97.9876851695439,30.1661203344163,"A","Own",7297152.20238082,10287788.0023942,0,NA,0,NA,0,NA,NA,NA
547,"actual-TechData","stay",2000-01-01,2050-12-31,-97.9275023664046,30.1185288635452,"P","Own",1853204.04066239,10246992.9332293,1,2014-10-17,0,NA,1,2019-05-10,NA,NA
548,"actual-TechData","stay",2000-01-01,2050-12-31,-97.63746620759,30.335046238939,"A","Rent",2784829.67999298,10997932.7827483,0,NA,0,NA,0,NA,NA,NA
549,"actual-noData","stay",2000-01-01,2050-12-31,-97.953247560786,30.3915414305879,"A","Own",3451876.96544686,10921299.5061125,0,NA,0,NA,0,NA,NA,NA
550,"actual-noData","stay",2000-01-01,2050-12-31,-97.5313896667639,30.4599558412232,"P","Own",7897924.62307494,10015439.1248535,0,NA,0,NA,0,NA,NA,NA
551,"actual-noData","stay",2000-01-01,2050-12-31,-97.653409294597,30.0928927146573,"A","Own",3621299.53076132,10399130.5015494,0,NA,0,NA,0,NA,NA,NA
552,"actual-noData","stay",2000-01-01,2050-12-31,-97.6991971983868,30.3070611932416,"P","Rent",964634.817421902,10931836.0180891,0,NA,0,NA,0,NA,NA,NA
553,"actual-TechData","stay",2000-01-01,2050-12-31,-97.922699313579,30.2173477611889,"M","Own",8219145.43595165,10422935.9629706,0,NA,0,NA,1,2009-08-25,NA,NA
554,"actual-TechData","stay",2000-01-01,2050-12-31,-97.7059523843279,30.3975796824023,"A","Own",6503045.01681356,10206445.5879717,0,NA,0,NA,1,2013-03-13,NA,NA
555,"actual-noData","stay",2000-01-01,2050-12-31,-97.5418514504072,30.4259230773529,"M","Rent",4991474.27668096,10674415.9928745,0,NA,0,NA,0,NA,NA,NA
556,"actual-noData","stay",2000-01-01,2050-12-31,-97.8792428728,30.3315231433194,"B","Own",2638046.48085497,10150877.3046096,0,NA,0,NA,0,NA,NA,NA
557,"actual-noData","stay",2000-01-01,2050-12-31,-97.9539873331644,30.1015275848118,"B","Own",8502549.66368899,10147353.6591787,0,NA,0,NA,0,NA,NA,NA
558,"actual-noData","stay",2000-01-01,2050-12-31,-97.6651405292434,30.2286647073042,"B","Rent",8135517.74625899,10987175.5979668,0,NA,0,NA,0,NA,NA,NA
559,"actual-survey","stay",2000-01-01,2050-12-31,-97.8392174764715,30.3603842104349,"B","Own",2726706.11952897,10743604.8320427,0,NA,0,NA,0,NA,-0.871405208483338,0.128594791516662
560,"actual-noData","stay",2000-01-01,2050-12-31,-97.8638971871559,30.3945465415702,"M","Own",4350538.16818399,10239706.7902962,0,NA,0,NA,0,NA,NA,NA
561,"future","stay",2031-09-08,2050-12-31,-97.9775995670019,30.2847112363233,"M","Own",8945950.5513194,10019985.5302088,0,NA,0,NA,0,NA,NA,NA
562,"actual-noData","stay",2000-01-01,2050-12-31,-97.7770453618269,30.4010418942625,"B","Own",1792655.17117223,10480002.4991343,0,NA,0,NA,0,NA,NA,NA
563,"actual-noData","stay",2000-01-01,2050-12-31,-97.756100250467,30.4336632768598,"B","Own",7542895.95765295,10984618.426229,0,NA,0,NA,0,NA,NA,NA
564,"actual-noData","stay",2000-01-01,2050-12-31,-97.6197439498089,30.2416307685165,"P","Own",999617.702946998,10011313.6925023,0,NA,0,NA,0,NA,NA,NA
565,"actual-noData","future-out",2000-01-01,2050-12-31,-97.7069721722163,30.4683064021645,"M","Own",1871301.61122885,10996607.3969961,0,NA,0,NA,0,NA,NA,NA
566,"actual-noData","stay",2000-01-01,2050-12-31,-97.7632022019268,30.0840547022598,"A","Own",5080245.14595512,10694873.5432492,0,NA,0,NA,0,NA,NA,NA
567,"actual-noData","stay",2000-01-01,2050-12-31,-97.8392499403522,30.2256258825056,"A","Rent",4979340.95132397,10301893.2332542,0,NA,0,NA,0,NA,NA,NA
568,"future","stay",2034-07-23,2050-12-31,-97.9532198753989,30.4130069416778,"B","Own",3493275.75461473,10436145.0967264,0,NA,0,NA,0,NA,NA,NA
569,"actual-noData","stay",2000-01-01,2050-12-31,-97.6473180733072,30.2239956799301,"P","Own",4660485.00925768,10604463.3872745,0,NA,0,NA,0,NA,NA,NA
570,"actual-noData","stay",2000-01-01,2050-12-31,-97.6477273140102,30.1758299338742,"M","Rent",4938438.20025213,10917909.8347868,0,NA,0,NA,0,NA,NA,NA
571,"actual-noData","future-out",2000-01-01,2050-12-31,-97.9546792591208,30.2082356590679,"A","Own",7745248.57927812,10479320.7571993,0,NA,0,NA,0,NA,NA,NA
572,"actual-noData","stay",2000-01-01,2050-12-31,-98.0176088009642,30.0863984309344,"M","Rent",246195.59644023,10874707.8616968,0,NA,0,NA,0,NA,NA,NA
573,"actual-noData","stay",2000-01-01,2050-12-31,-97.7914711103428,30.1879251326402,"P","Own",6224077.95753796,10082754.3159431,0,NA,0,NA,0,NA,NA,NA
574,"actual-noData","stay",2000-01-01,2050-12-31,-97.716444778207,30.2222677793655,"A","Own",2991068.05277057,10784962.5698199,0,NA,0,NA,0,NA,NA,NA
575,"actual-noData","stay",2000-01-01,2050-12-31,-97.5806173875282,30.4014285821913,"P","Own",4136031.94565047,10161127.608323,0,NA,0,NA,0,NA,NA,NA
576,"actual-noData","future-out",2000-01-01,2050-12-31,-97.6395947911485,30.1767670003369,"P","Own",842655.046600848,10362306.6009068,0,NA,0,NA,0,NA,NA,NA
577,"actual-noData","future-out",2000-01-01,2050-12-31,-97.5779149508905,30.2943802787094,"B","Own",1986187.31854949,10541385.4320147,0,NA,0,NA,0,NA,NA,NA
578,"actual-noData","future-out",2000-01-01,2050-12-31,-97.6171211220241,30.4753097203718,"M","Own",5160068.37510504,10962482.0889789,0,NA,0,NA,0,NA,NA,NA
579,"actual-noData","stay",2000-01-01,2050-12-31,-97.6499983049768,30.3600040161704,"B","Own",1326957.21063297,10142320.7560702,0,NA,0,NA,0,NA,NA,NA
580,"actual-noData","stay",2000-01-01,2050-12-31,-97.9375869404389,30.1111583918832,"B","Own",498977.61499742,10226264.1324131,0,NA,0,NA,0,NA,NA,NA
581,"actual-noData","stay",2000-01-01,2050-12-31,-97.5446511350193,30.3581381102798,"B","Own",5465359.11037354,10968896.0806396,0,NA,0,NA,0,NA,NA,NA
582,"actual-noData","stay",2000-01-01,2050-12-31,-97.5409980848926,30.4567896102861,"A","Own",9650262.26494228,10231590.226104,0,NA,0,NA,0,NA,NA,NA
583,"future","stay",2021-06-06,2050-12-31,-97.8189666373215,30.344289165507,"B","Own",9770131.99213892,10741118.6841163,0,NA,0,NA,0,NA,NA,NA
584,"future","stay",2029-01-13,2050-12-31,-97.9470110060502,30.374089839816,"P","Rent",666426.518089138,10914541.1174027,0,NA,0,NA,0,NA,NA,NA
585,"actual-noData","stay",2000-01-01,2050-12-31,-97.9046062170378,30.4224948558777,"A","Rent",4244201.6609339,10531045.3140872,0,NA,0,NA,0,NA,NA,NA
586,"future","stay",2030-07-17,2050-12-31,-97.6952740914831,30.1574730624214,"P","Own",2359787.11205535,10805638.2080676,0,NA,0,NA,0,NA,NA,NA
587,"actual-noData","stay",2000-01-01,2050-12-31,-97.7934186836773,30.4191585114497,"M","Rent",7631085.43241164,10825820.6921824,0,NA,0,NA,0,NA,NA,NA
588,"actual-noData","stay",2000-01-01,2050-12-31,-97.8713958487218,30.2185873777858,"M","Own",9896172.34625854,10514608.6591698,0,NA,0,NA,0,NA,NA,NA
589,"actual-TechData","stay",2000-01-01,2050-12-31,-97.9921042569348,30.2611951466249,"M","Own",9037149.52079346,10005396.9850916,1,2009-09-15,0,NA,1,2015-04-13,NA,NA
590,"actual-noData","stay",2000-01-01,2050-12-31,-97.741259234583,30.3452728906662,"B","Own",9115104.69643166,10509224.7247497,0,NA,0,NA,0,NA,NA,NA
591,"actual-noData","stay",2000-01-01,2050-12-31,-97.6832849075033,30.4508756119311,"M","Rent",8301315.29791746,10721625.5991828,0,NA,0,NA,0,NA,NA,NA
592,"actual-TechData","stay",2000-01-01,2050-12-31,-97.8945764657478,30.4254501205161,"A","Own",5148071.77539449,10462295.8360237,0,NA,0,NA,1,2011-07-07,NA,NA
593,"actual-noData","stay",2000-01-01,2050-12-31,-97.8549370844959,30.4524272350165,"A","Own",8414499.39174345,10380400.3302508,0,NA,0,NA,0,NA,NA,NA
594,"actual-noData","stay",2000-01-01,2050-12-31,-97.8358675698395,30.3126138070051,"A","Rent",5635155.88370152,10987104.9983422,0,NA,0,NA,0,NA,NA,NA
595,"future","stay",2050-02-13,2050-12-31,-97.6580444231993,30.3856412732037,"P","Rent",5838456.75543882,10077658.285835,0,NA,0,NA,0,NA,NA,NA
596,"actual-noData","stay",2000-01-01,2050-12-31,-97.9959940230859,30.1143633191766,"M","Own",1065387.8444084,10196609.2188353,0,NA,0,NA,0,NA,NA,NA
597,"actual-noData","stay",2000-01-01,2050-12-31,-97.5673456454939,30.2060041473113,"M","Rent",8022602.52154898,10299366.0619043,0,NA,0,NA,0,NA,NA,NA
598,"actual-TechData","stay",2000-01-01,2050-12-31,-97.6991071835048,30.2388151686173,"M","Own",9281315.04873279,10835001.9660886,0,NA,0,NA,0,NA,NA,NA
599,"actual-noData","stay",2000-01-01,2050-12-31,-97.5825904235647,30.3712188702368,"A","Own",1836191.68077828,10296300.8608607,0,NA,0,NA,0,NA,NA,NA
600,"actual-noData","stay",2000-01-01,2050-12-31,-97.6363494964065,30.2619484716157,"P","Rent",5950430.27766515,10045819.1023605,0,NA,0,NA,0,NA,NA,NA
601,"actual-noData","stay",2000-01-01,2050-12-31,-97.6001151055825,30.2205791927154,"P","Rent",8263455.18907532,10266373.0936856,0,NA,0,NA,0,NA,NA,NA
602,"actual-TechData","stay",2000-01-01,2050-12-31,-97.9685166494827,30.0887202112818,"M","Own",7149344.8564643,10033909.7609017,0,NA,1,2016-09-17,1,2015-02-06,NA,NA
603,"future","stay",2047-06-26,2050-12-31,-97.5916322946108,30.416441575006,"A","Rent",1886168.55168715,10704713.1815571,0,NA,0,NA,0,NA,NA,NA
604,"actual-noData","stay",2000-01-01,2050-12-31,-97.6262342809768,30.4199694601845,"P","Own",8439410.51284783,10521915.0771593,0,NA,0,NA,0,NA,NA,NA
605,"actual-noData","stay",2000-01-01,2050-12-31,-97.6708120969031,30.112742254499,"P","Own",3463918.34256239,10739295.6339292,0,NA,0,NA,0,NA,NA,NA
606,"actual-TechData","stay",2000-01-01,2050-12-31,-97.8112790049437,30.2330583591622,"A","Own",3975298.43681958,10881601.5075487,0,NA,0,NA,1,2020-06-21,NA,NA
607,"actual-noData","stay",2000-01-01,2050-12-31,-97.952368877902,30.4236242345478,"B","Own",6164868.73515183,10622743.1825814,0,NA,0,NA,0,NA,NA,NA
608,"actual-TechData","stay",2000-01-01,2050-12-31,-97.9662015304444,30.1882939259668,"B","Rent",1257706.94999723,10373532.4515332,0,NA,0,NA,1,2017-01-30,NA,NA
609,"actual-noData","stay",2000-01-01,2050-12-31,-97.6315483878505,30.4085618947651,"P","Own",6221787.53896151,10063914.1880777,0,NA,0,NA,0,NA,NA,NA
610,"actual-survey","stay",2000-01-01,2050-12-31,-98.0074452132035,30.1202118402797,"A","Own",5011030.05643468,10429643.153595,0,NA,0,NA,0,NA,-0.600750368554145,0.399249631445855
611,"future","stay",2030-08-31,2050-12-31,-97.5695974108111,30.2085805102097,"B","Own",3194752.94582313,10051994.6926773,0,NA,0,NA,0,NA,NA,NA
612,"actual-noData","stay",2000-01-01,2050-12-31,-97.6352312680313,30.4384089477423,"A","Rent",1844057.44799878,10083421.0374294,0,NA,0,NA,0,NA,NA,NA
613,"future","stay",2035-02-02,2050-12-31,-97.6727392181807,30.2326441666587,"P","Own",7712252.21165689,10294909.9200937,0,NA,0,NA,0,NA,NA,NA
614,"actual-TechData","stay",2000-01-01,2050-12-31,-97.9162071310258,30.4273616420328,"A","Own",1102272.99393155,10987580.3333716,0,NA,0,NA,0,NA,NA,NA
615,"future","stay",2036-05-02,2050-12-31,-97.5252631696096,30.1453626734064,"M","Rent",5834370.73291745,10851761.2907061,0,NA,0,NA,0,NA,NA,NA
616,"actual-survey","stay",2000-01-01,2050-12-31,-97.6357052737992,30.1364430178503,"M","Own",7861981.15975363,10664897.5147019,0,NA,0,NA,0,NA,0.242952181957662,0.757047818042338
617,"actual-noData","stay",2000-01-01,2050-12-31,-97.7549668318605,30.1095203805857,"B","Own",9713803.33782639,10834867.5838608,0,NA,0,NA,0,NA,NA,NA
618,"actual-TechData","future-out",2000-01-01,2050-12-31,-97.7461860726187,30.095136446119,"A","Own",5465020.69683746,10362568.4368233,0,NA,0,NA,0,NA,NA,NA
619,"actual-noData","future-out",2000-01-01,2050-12-31,-97.9415194108303,30.2466855333127,"P","Own",9444717.46860538,10836235.2763062,0,NA,0,NA,0,NA,NA,NA
620,"actual-noData","stay",2000-01-01,2050-12-31,-97.6583438249144,30.1731827878658,"M","Rent",2083726.03216441,10011632.3789909,0,NA,0,NA,0,NA,NA,NA
621,"actual-TechData","stay",2000-01-01,2050-12-31,-97.8753068818391,30.433116150207,"B","Own",3210925.71366346,10457816.6097924,1,2006-10-03,0,NA,1,2018-03-28,NA,NA
622,"actual-noData","stay",2000-01-01,2050-12-31,-97.7864806027075,30.1833879333271,"P","Rent",5118919.95422309,10273469.9631799,0,NA,0,NA,0,NA,NA,NA
623,"actual-noData","stay",2000-01-01,2050-12-31,-97.646362736865,30.3113954842453,"M","Own",7371035.07179068,10752762.6264432,0,NA,0,NA,0,NA,NA,NA
624,"actual-TechData","stay",2000-01-01,2050-12-31,-97.8235704536435,30.1171122354117,"P","Rent",1589080.16895643,10331757.6441082,1,2002-11-17,0,NA,1,2017-09-05,NA,NA
625,"actual-noData","stay",2000-01-01,2050-12-31,-97.7125305189911,30.1038101084659,"B","Own",9127059.74719487,10528241.3594756,0,NA,0,NA,0,NA,NA,NA
626,"actual-noData","stay",2000-01-01,2050-12-31,-97.9773845567958,30.1553243013142,"A","Own",1410816.49099011,10840113.271111,0,NA,0,NA,0,NA,NA,NA
627,"actual-noData","future-out",2000-01-01,2050-12-31,-98.005425904904,30.3602251130417,"P","Own",4716842.2637973,10801640.991172,0,NA,0,NA,0,NA,NA,NA
628,"actual-noData","stay",2000-01-01,2050-12-31,-97.6131353902031,30.4638505477494,"A","Rent",8187831.22036606,10228345.1777873,0,NA,0,NA,0,NA,NA,NA
629,"actual-TechData","stay",2000-01-01,2050-12-31,-97.6274353391893,30.4611632075373,"A","Own",1277192.70617934,10139511.9498515,0,NA,0,NA,0,NA,NA,NA
630,"actual-noData","stay",2000-01-01,2050-12-31,-97.791442016704,30.4453639288598,"M","Own",3625935.34938525,10050145.9966519,0,NA,0,NA,0,NA,NA,NA
631,"actual-noData","future-out",2000-01-01,2050-12-31,-97.88342921227,30.3923781309857,"A","Own",6090189.56480315,10446448.6600915,0,NA,0,NA,0,NA,NA,NA
632,"actual-TechData","stay",2000-01-01,2050-12-31,-97.9923712396059,30.400417289346,"A","Rent",832342.994683422,10612172.3117095,0,NA,0,NA,1,2001-08-19,NA,NA
633,"future","stay",2027-03-03,2050-12-31,-97.8296589849717,30.4365820306715,"A","Own",1255038.47623942,10852786.5519822,0,NA,0,NA,0,NA,NA,NA
634,"actual-TechData","stay",2000-01-01,2050-12-31,-97.911164270706,30.3098194063224,"P","Own",7618626.2398446,10570923.2281385,0,NA,0,NA,0,NA,NA,NA
635,"actual-noData","stay",2000-01-01,2050-12-31,-97.5954680506672,30.2350946980284,"B","Rent",7061027.23659249,10922908.9824535,0,NA,0,NA,0,NA,NA,NA
636,"future","stay",2033-07-04,2050-12-31,-97.6843604369901,30.277511787239,"P","Own",8681762.10580859,10654053.2615125,0,NA,0,NA,0,NA,NA,NA
637,"actual-noData","stay",2000-01-01,2050-12-31,-97.7306060744091,30.2677645747931,"M","Own",4513080.52042732,10099565.4588621,0,NA,0,NA,0,NA,NA,NA
638,"actual-noData","stay",2000-01-01,2050-12-31,-97.6536965112071,30.1909590957925,"A","Rent",6265163.1606603,10897846.8295564,0,NA,0,NA,0,NA,NA,NA
639,"actual-noData","future-out",2000-01-01,2050-12-31,-97.8203701864417,30.2353681567299,"B","Own",8849674.43678295,10097309.5996494,0,NA,0,NA,0,NA,NA,NA
640,"actual-noData","stay",2000-01-01,2050-12-31,-97.9152656937096,30.1830598226409,"B","Own",8394552.85696778,10928212.3430397,0,NA,0,NA,0,NA,NA,NA
641,"actual-noData","stay",2000-01-01,2050-12-31,-97.6753398116217,30.2702284147525,"A","Rent",9185686.94705144,10724754.1239537,0,NA,0,NA,0,NA,NA,NA
642,"actual-noData","stay",2000-01-01,2050-12-31,-97.9662110069157,30.2171453150429,"A","Own",8070941.8038372,10721500.4005287,0,NA,0,NA,0,NA,NA,NA
643,"actual-noData","future-out",2000-01-01,2050-12-31,-97.6153812219774,30.3075152014665,"A","Rent",7418331.89254859,10993167.92051,0,NA,0,NA,0,NA,NA,NA
644,"actual-noData","stay",2000-01-01,2050-12-31,-97.7604715297313,30.1149639103819,"A","Own",8302541.50009016,10285682.6493954,0,NA,0,NA,0,NA,NA,NA
645,"actual-noData","stay",2000-01-01,2050-12-31,-97.5934951021632,30.4706891634164,"B","Rent",2199515.39827045,10528388.0892168,0,NA,0,NA,0,NA,NA,NA
646,"actual-noData","stay",2000-01-01,2050-12-31,-97.7858622552519,30.1791347153276,"B","Own",8971988.91120497,10951794.8403026,0,NA,0,NA,0,NA,NA,NA
647,"actual-noData","stay",2000-01-01,2050-12-31,-97.9147932190481,30.1445176204053,"A","Own",77364.2738326453,10580636.0641707,0,NA,0,NA,0,NA,NA,NA
648,"actual-TechData","stay",2000-01-01,2050-12-31,-97.9647944236484,30.4632726098507,"A","Own",8827274.52540305,10987154.2030758,0,NA,0,NA,1,2015-05-20,NA,NA
649,"actual-TechData","stay",2000-01-01,2050-12-31,-97.9133616308426,30.3671281823379,"M","Own",366856.86795041,10652868.1847293,0,NA,0,NA,1,2003-01-03,NA,NA
650,"actual-TechData","stay",2000-01-01,2050-12-31,-97.7188565066838,30.395358056813,"A","Own",2863473.6847505,10045803.21631,0,NA,0,NA,0,NA,NA,NA
651,"actual-noData","stay",2000-01-01,2050-12-31,-97.8446073588423,30.2368889230355,"M","Own",8742797.92347224,10206185.6660175,0,NA,0,NA,0,NA,NA,NA
652,"actual-noData","future-out",2000-01-01,2050-12-31,-98.0030456956459,30.2610618800881,"A","Rent",9797409.61921634,10979614.1680663,0,NA,0,NA,0,NA,NA,NA
653,"actual-TechData","stay",2000-01-01,2050-12-31,-97.6811409801747,30.0802859872383,"A","Own",2913613.52996901,10920947.7011607,0,NA,1,2013-03-10,1,2003-06-22,NA,NA
654,"future","stay",2029-11-04,2050-12-31,-97.9306399058146,30.4489197261734,"M","Own",9504333.99534784,10077119.6620004,0,NA,0,NA,0,NA,NA,NA
655,"actual-noData","stay",2000-01-01,2050-12-31,-98.0228376919054,30.2613458298927,"B","Own",593534.840999637,10882646.1165839,0,NA,0,NA,0,NA,NA,NA
656,"actual-noData","stay",2000-01-01,2050-12-31,-97.7908317978847,30.1784780019657,"B","Own",2206946.9867833,10545280.1819639,0,NA,0,NA,0,NA,NA,NA
657,"future","future-out",2034-02-13,2049-07-17,-98.0127404992659,30.3865825040937,"M","Own",9084408.17690222,10908868.7939523,0,NA,0,NA,0,NA,NA,NA
658,"actual-noData","stay",2000-01-01,2050-12-31,-97.6055342106312,30.1947710520433,"M","Own",8034057.02879652,10999828.2419888,0,NA,0,NA,0,NA,NA,NA
659,"actual-TechData","stay",2000-01-01,2050-12-31,-97.9212251444638,30.465548008725,"A","Own",4877096.26060678,10302610.4646283,0,NA,0,NA,1,2009-08-23,NA,NA
660,"actual-survey","stay",2000-01-01,2050-12-31,-97.7839332679607,30.1127446583479,"A","Rent",8202362.76873387,10333141.5685653,0,NA,1,2018-06-11,0,NA,0.86305601708591,0.13694398291409
661,"actual-noData","stay",2000-01-01,2050-12-31,-97.5753839278862,30.1485731545162,"B","Own",5241197.89218064,10051509.5764413,0,NA,0,NA,0,NA,NA,NA
662,"actual-noData","stay",2000-01-01,2050-12-31,-97.9931898034304,30.3539714295292,"M","Own",511204.712162726,10424478.4112839,0,NA,0,NA,0,NA,NA,NA
663,"actual-noData","future-out",2000-01-01,2050-12-31,-97.956733444631,30.3428998520525,"A","Own",9575565.28923102,10583768.0390094,0,NA,0,NA,0,NA,NA,NA
664,"actual-TechData","stay",2000-01-01,2050-12-31,-97.6779982545787,30.4095561342151,"M","Own",9993721.24998365,10802598.3702264,0,NA,0,NA,0,NA,NA,NA
665,"actual-noData","stay",2000-01-01,2050-12-31,-97.6507830605345,30.4412622804948,"P","Rent",2976502.68468075,10968251.0124675,0,NA,0,NA,0,NA,NA,NA
666,"actual-TechData","stay",2000-01-01,2050-12-31,-97.53948923718,30.0839831821004,"M","Own",4559991.03808543,10164127.5549143,0,NA,0,NA,0,NA,NA,NA
667,"actual-noData","stay",2000-01-01,2050-12-31,-97.8453556933572,30.1067673728521,"P","Own",5867473.55590574,10352888.878499,0,NA,0,NA,0,NA,NA,NA
668,"future","stay",2021-04-10,2050-12-31,-97.8949785809902,30.2370259424189,"A","Own",8297682.26894084,10129859.7743894,0,NA,0,NA,0,NA,NA,NA
669,"actual-noData","future-out",2000-01-01,2050-12-31,-97.9263472523267,30.1499674751009,"A","Own",1554470.03770852,10577987.7178878,0,NA,0,NA,0,NA,NA,NA
